,condition_1,condition_2,score,statistic,p_value,p_value_adj
3,Psoriasis,T-Cell Lymphoma,global_entropy,224.0,0.4020289475343434,1.20608684260303
4,Eczema,T-Cell Lymphoma,global_homophily,243.0,0.9812539012252066,2.94376170367562
5,Eczema,T-Cell Lymphoma,global_entropy,215.0,0.5412527246200443,1.6237581738601328
6,Psoriasis,Eczema,local_homophily_1,1155338886.5,0.6757539572225313,2.027261871667594
7,Psoriasis,Eczema,local_homophily_2,1153385562.0,0.974488848181794,2.923466544545382
8,Psoriasis,Eczema,local_homophily_3,1154425234.0,0.8359456844300595,2.5078370532901784
9,Psoriasis,Eczema,local_homophily_4,1151398018.0,0.6248483044044659,1.8745449132133978
10,Psoriasis,Eczema,local_homophily_5,1149838309.5,0.39664572809418064,1.189937184282542
11,Psoriasis,Eczema,local_entropy_1,1154471211.0,0.8275458408525176,2.4826375225575528
12,Psoriasis,Eczema,local_entropy_2,1155142430.5,0.7098983072028757,2.1296949216086274
13,Psoriasis,Eczema,local_entropy_3,1153551451.0,0.9950805335914913,2.985241600774474
14,Psoriasis,Eczema,local_entropy_4,1155238726.0,0.6934817215903567,2.08044516477107
15,Psoriasis,Eczema,local_entropy_5,1154962652.5,0.7409053209797931,2.2227159629393793
16,Psoriasis,Eczema,egophily_1,1153461012.0,0.9882829284427018,2.9648487853281056
17,Psoriasis,Eczema,egophily_2,1154996563.5,0.7349940990229478,2.2049822970688435
18,Psoriasis,Eczema,egophily_3,1154063899.0,0.9013165563489366,2.7039496690468097
19,Psoriasis,Eczema,egophily_4,1155237796.0,0.6936390036724901,2.0809170110174704
20,Psoriasis,Eczema,egophily_5,1154470581.0,0.8278118350042846,2.483435505012854
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1372766099.0,0.17846388798058277,0.5353916639417483
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1378132021.5,0.014815736239029173,0.044447208717087516
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1375502122.5,0.057405569243050944,0.17221670772915282
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1375972607.5,0.04591178943985516,0.13773536831956548
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1374913221.0,0.07506813343900794,0.22520440031702382
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1358637126.5,0.12300612789915041,0.3690183836974512
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1359621667.5,0.1802432639587226,0.5407297918761678
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1359283232.0,0.1588175840427567,0.4764527521282701
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1357819889.0,0.08770378681384106,0.26311136044152317
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1358145198.0,0.1007431802233862,0.3022295406701586
31,Psoriasis,T-Cell Lymphoma,egophily_1,1367299634.5,0.8200683202266515,2.4602049606799548
32,Psoriasis,T-Cell Lymphoma,egophily_2,1366593301.0,0.9342656685106426,2.802797005531928
33,Psoriasis,T-Cell Lymphoma,egophily_3,1365766840.0,0.9313393359488507,2.794018007846552
34,Psoriasis,T-Cell Lymphoma,egophily_4,1365741616.5,0.9272497383903353,2.781749215171006
35,Psoriasis,T-Cell Lymphoma,egophily_5,1365985124.5,0.9668011070853231,2.9004033212559692
36,Eczema,T-Cell Lymphoma,local_homophily_1,884398172.0,0.4092789994768632,1.2278369984305897
37,Eczema,T-Cell Lymphoma,local_homophily_2,889320505.5,0.026289757009698968,0.07886927102909691
38,Eczema,T-Cell Lymphoma,local_homophily_3,886795391.0,0.1325156033792779,0.39754681013783366
39,Eczema,T-Cell Lymphoma,local_homophily_4,889415532.5,0.024520902041883733,0.0735627061256512
40,Eczema,T-Cell Lymphoma,local_homophily_5,889959859.0,0.016236367183901118,0.048709101551703354
41,Eczema,T-Cell Lymphoma,local_entropy_1,875895260.5,0.11074008239803355,0.33222024719410065
42,Eczema,T-Cell Lymphoma,local_entropy_2,876007416.0,0.11838960198104592,0.35516880594313777
43,Eczema,T-Cell Lymphoma,local_entropy_3,877025226.0,0.2032601335692097,0.6097804007076291
44,Eczema,T-Cell Lymphoma,local_entropy_4,874805501.0,0.05702243354956756,0.17106730064870268
45,Eczema,T-Cell Lymphoma,local_entropy_5,875224644.5,0.07441993193551764,0.22325979580655292
46,Eczema,T-Cell Lymphoma,egophily_1,882264185.5,0.8279186655173701,2.4837559965521105
47,Eczema,T-Cell Lymphoma,egophily_2,880611659.5,0.8001735467699139,2.400520640309742
48,Eczema,T-Cell Lymphoma,egophily_3,880808405.5,0.8436839934770519,2.5310519804311555
49,Eczema,T-Cell Lymphoma,egophily_4,879871747.0,0.6430992137018153,1.929297641105446
50,Eczema,T-Cell Lymphoma,egophily_5,880635085.0,0.8053439183380307,2.416031755014092
0,Psoriasis,Eczema,global_homophily,322.0,0.48288028057020904,1.4486408417106271
1,Psoriasis,Eczema,global_entropy,238.0,0.3119010174389465,0.9357030523168395
2,Psoriasis,T-Cell Lymphoma,global_homophily,355.0,0.04247360391538255,0.12742081174614767
3,Psoriasis,T-Cell Lymphoma,global_entropy,185.0,0.08949663305925797,0.2684898991777739
4,Eczema,T-Cell Lymphoma,global_homophily,298.0,0.18823208008063508,0.5646962402419052
5,Eczema,T-Cell Lymphoma,global_entropy,193.0,0.25938251148436664,0.7781475344530999
6,Psoriasis,Eczema,local_homophily_1,1164661459.0,0.010243649201466335,0.030730947604399005
7,Psoriasis,Eczema,local_homophily_2,1161696455.5,0.060237707634306054,0.18071312290291816
8,Psoriasis,Eczema,local_homophily_3,1157592648.5,0.34958572325047366,1.048757169751421
9,Psoriasis,Eczema,local_homophily_4,1156828424.5,0.4474535409116922,1.3423606227350766
10,Psoriasis,Eczema,local_homophily_5,1155582268.5,0.6361217790042191,1.9083653370126572
11,Psoriasis,Eczema,local_entropy_1,1149696702.0,0.37832593636875367,1.134977809106261
12,Psoriasis,Eczema,local_entropy_2,1151980092.5,0.7224776208317424,2.167432862495227
13,Psoriasis,Eczema,local_entropy_3,1155280683.5,0.686372919858641,2.059118759575923
14,Psoriasis,Eczema,local_entropy_4,1155196456.5,0.7006707685758752,2.1020123057276257
15,Psoriasis,Eczema,local_entropy_5,1153790818.5,0.951195637130417,2.853586911391251
16,Psoriasis,Eczema,egophily_1,1161916259.0,0.052748180336382,0.15824454100914598
17,Psoriasis,Eczema,egophily_2,1157134820.0,0.40641918971103896,1.219257569133117
18,Psoriasis,Eczema,egophily_3,1157290854.0,0.38648649198720286,1.1594594759616086
19,Psoriasis,Eczema,egophily_4,1158314467.5,0.2707369342838363,0.8122108028515088
20,Psoriasis,Eczema,egophily_5,1156786311.0,0.4532645116383357,1.3597935349150072
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1374507393.0,0.0888115854813952,0.26643475644418557
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1373470765.0,0.13734225793188432,0.41202677379565295
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1376523943.5,0.034970444780990276,0.10491133434297083
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1372032065.5,0.233189190762088,0.699567572286264
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1369975740.0,0.4397500613580301,1.3192501840740902
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1365099478.0,0.8239045372391546,2.4717136117174636
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1362752060.0,0.48312329568517764,1.449369887055533
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1360037509.0,0.20942122241269412,0.6282636672380824
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1361622003.5,0.35140791266986815,1.0542237380096044
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1360001929.0,0.20679835255589019,0.6203950576676706
31,Psoriasis,T-Cell Lymphoma,egophily_1,1368623632.5,0.618036245584465,1.854108736753395
32,Psoriasis,T-Cell Lymphoma,egophily_2,1365951194.0,0.9612786232965623,2.883835869889687
33,Psoriasis,T-Cell Lymphoma,egophily_3,1367465441.5,0.7945378297009642,2.383613489102893
34,Psoriasis,T-Cell Lymphoma,egophily_4,1366810515.5,0.8991063563337388,2.6973190690012165
35,Psoriasis,T-Cell Lymphoma,egophily_5,1366289569.0,0.9836466390293613,2.950939917088084
36,Eczema,T-Cell Lymphoma,local_homophily_1,878366856.5,0.37162874253316613,1.1148862275994984
37,Eczema,T-Cell Lymphoma,local_homophily_2,879971362.0,0.6635129840651004,1.9905389521953012
38,Eczema,T-Cell Lymphoma,local_homophily_3,885076472.5,0.30974502054914943,0.9292350616474483
39,Eczema,T-Cell Lymphoma,local_homophily_4,882726571.0,0.727885516153215,2.183656548459645
40,Eczema,T-Cell Lymphoma,local_homophily_5,882376914.5,0.8036925815615985,2.4110777446847953
41,Eczema,T-Cell Lymphoma,local_entropy_1,883714633.5,0.5291518414833216,1.5874555244499648
42,Eczema,T-Cell Lymphoma,local_entropy_2,880459204.5,0.7669091217453552,2.3007273652360656
43,Eczema,T-Cell Lymphoma,local_entropy_3,876163621.0,0.12922213640799438,0.3876664092239831
44,Eczema,T-Cell Lymphoma,local_entropy_4,877244054.0,0.22622916006346183,0.6786874801903855
45,Eczema,T-Cell Lymphoma,local_entropy_5,877280613.5,0.230240402721668,0.690721208165004
46,Eczema,T-Cell Lymphoma,egophily_1,876640264.0,0.1654220441731531,0.4962661325194593
47,Eczema,T-Cell Lymphoma,egophily_2,878611602.5,0.41131673498404475,1.2339502049521343
48,Eczema,T-Cell Lymphoma,egophily_3,879464370.0,0.5624897641557327,1.6874692924671981
49,Eczema,T-Cell Lymphoma,egophily_4,878257245.0,0.3564273512359927,1.069282053707978
50,Eczema,T-Cell Lymphoma,egophily_5,879082945.5,0.49174389172636157,1.4752316751790846
0,Psoriasis,Eczema,global_homophily,303.0,0.7568928234566845,2.2706784703700533
1,Psoriasis,Eczema,global_entropy,295.0,0.8851348529349159,2.6554045588047477
2,Psoriasis,T-Cell Lymphoma,global_homophily,247.0,0.7408025802000056,2.2224077406000164
3,Psoriasis,T-Cell Lymphoma,global_entropy,317.0,0.23371383144805147,0.7011414943441544
4,Eczema,T-Cell Lymphoma,global_homophily,220.0,0.6217051413751232,1.8651154241253698
5,Eczema,T-Cell Lymphoma,global_entropy,291.0,0.24958880313125376,0.7487664093937613
6,Psoriasis,Eczema,local_homophily_1,1154391096.0,0.8416716716461348,2.525015014938404
7,Psoriasis,Eczema,local_homophily_2,1154645630.5,0.7965887869632019,2.3897663608896056
8,Psoriasis,Eczema,local_homophily_3,1156492855.5,0.4949176201085207,1.4847528603255622
9,Psoriasis,Eczema,local_homophily_4,1154851438.5,0.7603033015531762,2.2809099046595285
10,Psoriasis,Eczema,local_homophily_5,1152485948.5,0.8112344764453644,2.4337034293360933
11,Psoriasis,Eczema,local_entropy_1,1148490151.0,0.24659432569489625,0.7397829770846888
12,Psoriasis,Eczema,local_entropy_2,1152717893.0,0.8528361477571024,2.558508443271307
13,Psoriasis,Eczema,local_entropy_3,1151127125.5,0.5814424627742092,1.7443273883226276
14,Psoriasis,Eczema,local_entropy_4,1153270412.5,0.9533857598897058,2.8601572796691173
15,Psoriasis,Eczema,local_entropy_5,1155664391.0,0.6227114695492316,1.8681344086476948
16,Psoriasis,Eczema,egophily_1,1155124258.5,0.7119617463469181,2.1358852390407543
17,Psoriasis,Eczema,egophily_2,1153019957.5,0.9076069259277517,2.722820777783255
18,Psoriasis,Eczema,egophily_3,1152269470.5,0.7728771380958681,2.318631414287604
19,Psoriasis,Eczema,egophily_4,1149853974.0,0.3986544608336221,1.1959633825008664
20,Psoriasis,Eczema,egophily_5,1149983618.0,0.41552158583801824,1.2465647575140548
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1372609410.0,0.18903708288535448,0.5671112486560634
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1371439127.0,0.28406937480535843,0.8522081244160753
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1370268245.5,0.40524005146349984,1.2157201543904996
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1372327619.5,0.21039211636664834,0.631176349099945
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1370488611.0,0.38034522497592194,1.1410356749277657
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1362300026.0,0.42705701863022527,1.2811710558906757
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1363738117.5,0.6170081803673667,1.8510245411021002
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1366516226.5,0.9467855043377722,2.8403565130133166
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1366616262.5,0.9305482139589746,2.791644641876924
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1367139406.0,0.8462572195192651,2.5387716585577955
31,Psoriasis,T-Cell Lymphoma,egophily_1,1373220200.0,0.1498297191122366,0.4494891573367098
32,Psoriasis,T-Cell Lymphoma,egophily_2,1371964719.0,0.23856858364525702,0.715705750935771
33,Psoriasis,T-Cell Lymphoma,egophily_3,1371059362.0,0.32035622770408834,0.961068683112265
34,Psoriasis,T-Cell Lymphoma,egophily_4,1371715395.5,0.25950032893533204,0.7785009868059961
35,Psoriasis,T-Cell Lymphoma,egophily_5,1370513993.0,0.37753912860004446,1.1326173858001334
36,Eczema,T-Cell Lymphoma,local_homophily_1,885023933.5,0.3156267366626557,0.9468802099879672
37,Eczema,T-Cell Lymphoma,local_homophily_2,884050658.0,0.46891581245928127,1.406747437377844
38,Eczema,T-Cell Lymphoma,local_homophily_3,881853009.5,0.920595689711442,2.761787069134326
39,Eczema,T-Cell Lymphoma,local_homophily_4,884434181.5,0.40471870368972696,1.214156111069181
40,Eczema,T-Cell Lymphoma,local_homophily_5,885053359.0,0.31288521816109793,0.9386556544832938
41,Eczema,T-Cell Lymphoma,local_entropy_1,882834513.0,0.7047204811106813,2.114161443332044
42,Eczema,T-Cell Lymphoma,local_entropy_2,880543759.0,0.785321501023452,2.355964503070356
43,Eczema,T-Cell Lymphoma,local_entropy_3,883546002.0,0.5613668292137663,1.684100487641299
44,Eczema,T-Cell Lymphoma,local_entropy_4,881962088.0,0.8960268391528983,2.688080517458695
45,Eczema,T-Cell Lymphoma,local_entropy_5,880453430.0,0.7656564329170641,2.2969692987511925
46,Eczema,T-Cell Lymphoma,egophily_1,884814719.0,0.34465891606708665,1.03397674820126
47,Eczema,T-Cell Lymphoma,egophily_2,885618745.5,0.24200338908311214,0.7260101672493364
48,Eczema,T-Cell Lymphoma,egophily_3,885626761.5,0.24113531900196095,0.7234059570058828
49,Eczema,T-Cell Lymphoma,egophily_4,887870686.5,0.07032017139116548,0.21096051417349643
50,Eczema,T-Cell Lymphoma,egophily_5,886998932.0,0.11826513566252032,0.35479540698756096
0,Psoriasis,Eczema,global_homophily,232.0,0.2563474083717906,0.7690422251153718
1,Psoriasis,Eczema,global_entropy,371.0,0.0867274957255663,0.2601824871766989
2,Psoriasis,T-Cell Lymphoma,global_homophily,241.0,0.6432876791968325,1.9298630375904975
3,Psoriasis,T-Cell Lymphoma,global_entropy,292.0,0.522479048078478,1.567437144235434
4,Eczema,T-Cell Lymphoma,global_homophily,275.0,0.43810444891303435,1.314313346739103
5,Eczema,T-Cell Lymphoma,global_entropy,191.0,0.24005648170652272,0.7201694451195682
6,Psoriasis,Eczema,local_homophily_1,1157108947.5,0.40861148531292135,1.225834455938764
7,Psoriasis,Eczema,local_homophily_2,1157616750.5,0.34672970262228764,1.0401891078668628
8,Psoriasis,Eczema,local_homophily_3,1157884431.0,0.31610925046315264,0.9483277513894579
9,Psoriasis,Eczema,local_homophily_4,1156907588.0,0.436645712403969,1.3099371372119069
10,Psoriasis,Eczema,local_homophily_5,1156500737.0,0.493773709474427,1.481321128423281
11,Psoriasis,Eczema,local_entropy_1,1148383833.0,0.23675410851472645,0.7102623255441793
12,Psoriasis,Eczema,local_entropy_2,1145851371.0,0.07766856672785866,0.23300570018357597
13,Psoriasis,Eczema,local_entropy_3,1147030755.0,0.1353872735590443,0.4061618206771329
14,Psoriasis,Eczema,local_entropy_4,1149482670.0,0.35268080747964725,1.0580424224389418
15,Psoriasis,Eczema,local_entropy_5,1150659914.0,0.5100828508425636,1.5302485525276905
16,Psoriasis,Eczema,egophily_1,1163354934.0,0.023264505508927242,0.06979351652678173
17,Psoriasis,Eczema,egophily_2,1163565231.5,0.02094511432341619,0.06283534297024856
18,Psoriasis,Eczema,egophily_3,1162925724.5,0.030641893021401856,0.09192567906420557
19,Psoriasis,Eczema,egophily_4,1161630976.5,0.06232723818591457,0.1869817145577437
20,Psoriasis,Eczema,egophily_5,1161199412.5,0.07761007802913295,0.23283023408739884
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1374438139.0,0.09149770122865665,0.27449310368596996
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1374388049.0,0.09434194845971547,0.28302584537914643
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1374692856.0,0.08272509609132613,0.2481752882739784
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1374662432.0,0.0838309340377165,0.2514928021131495
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1372229651.5,0.21776297856020155,0.6532889356806046
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1360089458.0,0.21288275107030086,0.6386482532109026
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1357278129.0,0.06903710725230001,0.20711132175690006
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1359325744.5,0.16139796469534373,0.4841938940860312
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1361403638.0,0.3288580224711132,0.9865740674133395
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1363487981.5,0.5815431996527376,1.7446295989582128
31,Psoriasis,T-Cell Lymphoma,egophily_1,1375535647.0,0.05557434283445691,0.16672302850337073
32,Psoriasis,T-Cell Lymphoma,egophily_2,1377373029.0,0.022477893115120773,0.06743367934536232
33,Psoriasis,T-Cell Lymphoma,egophily_3,1379243637.0,0.007729901072926207,0.02318970321877862
34,Psoriasis,T-Cell Lymphoma,egophily_4,1378483176.5,0.012125929374198825,0.036377788122596476
35,Psoriasis,T-Cell Lymphoma,egophily_5,1378954211.0,0.009199142368110893,0.02759742710433268
36,Eczema,T-Cell Lymphoma,local_homophily_1,884088428.5,0.461175707292534,1.383527121877602
37,Eczema,T-Cell Lymphoma,local_homophily_2,883657847.0,0.5401344377003164,1.6204033131009492
38,Eczema,T-Cell Lymphoma,local_homophily_3,883666797.0,0.5384606830758034,1.6153820492274102
39,Eczema,T-Cell Lymphoma,local_homophily_4,884382644.5,0.41302764126570934,1.239082923797128
40,Eczema,T-Cell Lymphoma,local_homophily_5,883122237.0,0.6452410869838596,1.9357232609515789
41,Eczema,T-Cell Lymphoma,local_entropy_1,881493881.5,0.9981019901444997,2.994305970433499
42,Eczema,T-Cell Lymphoma,local_entropy_2,881617526.5,0.9738647239871017,2.921594171961305
43,Eczema,T-Cell Lymphoma,local_entropy_3,882047214.0,0.8769207388670531,2.6307622166011595
44,Eczema,T-Cell Lymphoma,local_entropy_4,881507276.5,0.9988592222702891,2.9965776668108672
45,Eczema,T-Cell Lymphoma,local_entropy_5,881936746.0,0.9017269064937862,2.7051807194813584
46,Eczema,T-Cell Lymphoma,egophily_1,880010625.0,0.67044620353839,2.0113386106151703
47,Eczema,T-Cell Lymphoma,egophily_2,881071778.5,0.9026240699743263,2.707872209922979
48,Eczema,T-Cell Lymphoma,egophily_3,882756833.5,0.7214333606476886,2.1643000819430656
49,Eczema,T-Cell Lymphoma,egophily_4,883279624.5,0.6134801260466907,1.840440378140072
50,Eczema,T-Cell Lymphoma,egophily_5,883902931.0,0.49508210472239345,1.4852463141671803
0,Psoriasis,Eczema,global_homophily,294.0,0.9014534815806008,2.7043604447418024
1,Psoriasis,Eczema,global_entropy,293.0,0.9178138636243465,2.7534415908730394
2,Psoriasis,T-Cell Lymphoma,global_homophily,309.0,0.3103800776868745,0.9311402330606234
3,Psoriasis,T-Cell Lymphoma,global_entropy,259.0,0.9472519219144767,2.84175576574343
4,Eczema,T-Cell Lymphoma,global_homophily,282.0,0.34728091149844165,1.041842734495325
5,Eczema,T-Cell Lymphoma,global_entropy,228.0,0.7600159345153358,2.2800478035460072
6,Psoriasis,Eczema,local_homophily_1,1156784298.5,0.45235841275877686,1.3570752382763307
7,Psoriasis,Eczema,local_homophily_2,1154584480.0,0.8074606007481347,2.4223818022444044
8,Psoriasis,Eczema,local_homophily_3,1154354640.0,0.8486432029316382,2.5459296087949146
9,Psoriasis,Eczema,local_homophily_4,1152218336.5,0.7638964008186253,2.291689202455876
10,Psoriasis,Eczema,local_homophily_5,1154841201.5,0.7620967526788143,2.286290258036443
11,Psoriasis,Eczema,local_entropy_1,1151956025.0,0.7180915599186575,2.1542746797559724
12,Psoriasis,Eczema,local_entropy_2,1151773015.5,0.6871215649644384,2.0613646948933155
13,Psoriasis,Eczema,local_entropy_3,1153003901.5,0.9046918064844286,2.7140754194532857
14,Psoriasis,Eczema,local_entropy_4,1154294807.5,0.8594363802605299,2.57830914078159
15,Psoriasis,Eczema,local_entropy_5,1152137289.5,0.7497236779627168,2.2491710338881505
16,Psoriasis,Eczema,egophily_1,1157925138.0,0.3097441044686646,0.9292323134059939
17,Psoriasis,Eczema,egophily_2,1157867836.5,0.31790218479810906,0.9537065543943272
18,Psoriasis,Eczema,egophily_3,1156534255.0,0.4889160292717126,1.4667480878151378
19,Psoriasis,Eczema,egophily_4,1156120814.0,0.5505331399912998,1.6515994199738995
20,Psoriasis,Eczema,egophily_5,1156518023.0,0.4912676278306547,1.473802883491964
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1369050898.5,0.5582425301085573,1.6747275903256718
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1373786628.5,0.12109104877934923,0.3632731463380477
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1370083098.5,0.4268914923947009,1.2806744771841028
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1368069564.0,0.7012129459272647,2.1036388377817943
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1368920913.0,0.5772604342025627,1.731781302607688
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1365255810.0,0.8488387865602457,2.546516359680737
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1362035572.0,0.3967283874541403,1.190185162362421
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1362648485.0,0.4700357195567173,1.410107158670152
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1364021470.0,0.6582864484592637,1.974859345377791
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1364382297.5,0.7123828123952474,2.137148437185742
31,Psoriasis,T-Cell Lymphoma,egophily_1,1369502198.5,0.4974041919075204,1.492212575722561
32,Psoriasis,T-Cell Lymphoma,egophily_2,1369590304.0,0.48765186522485915,1.4629555956745774
33,Psoriasis,T-Cell Lymphoma,egophily_3,1368974581.5,0.5697990781666851,1.7093972345000552
34,Psoriasis,T-Cell Lymphoma,egophily_4,1370066109.5,0.4289115129812955,1.2867345389438865
35,Psoriasis,T-Cell Lymphoma,egophily_5,1370739915.0,0.35312947943639095,1.0593884383091727
36,Eczema,T-Cell Lymphoma,local_homophily_1,880863598.0,0.8556002050795574,2.566800615238672
37,Eczema,T-Cell Lymphoma,local_homophily_2,885576106.0,0.24695878951100425,0.7408763685330128
38,Eczema,T-Cell Lymphoma,local_homophily_3,883341168.5,0.6012510464169953,1.803753139250986
39,Eczema,T-Cell Lymphoma,local_homophily_4,883678678.0,0.5362340588322501,1.6087021764967502
40,Eczema,T-Cell Lymphoma,local_homophily_5,882264622.0,0.8284742452836733,2.48542273585102
41,Eczema,T-Cell Lymphoma,local_entropy_1,882112545.0,0.8621836327133907,2.586550898140172
42,Eczema,T-Cell Lymphoma,local_entropy_2,880153403.5,0.7014784147768129,2.104435244330439
43,Eczema,T-Cell Lymphoma,local_entropy_3,879621827.0,0.5930693825158941,1.7792081475476824
44,Eczema,T-Cell Lymphoma,local_entropy_4,879529466.0,0.575042053576158,1.725126160728474
45,Eczema,T-Cell Lymphoma,local_entropy_5,881387051.0,0.973884564481542,2.921653693444626
46,Eczema,T-Cell Lymphoma,egophily_1,880288055.0,0.7290528110400464,2.187158433120139
47,Eczema,T-Cell Lymphoma,egophily_2,880393726.0,0.7527133238207994,2.258139971462398
48,Eczema,T-Cell Lymphoma,egophily_3,880983434.0,0.8827833846802448,2.648350154040734
49,Eczema,T-Cell Lymphoma,egophily_4,882013422.5,0.8844968848983222,2.653490654694967
50,Eczema,T-Cell Lymphoma,egophily_5,882145033.0,0.8550545711518989,2.5651637134556964
0,Psoriasis,Eczema,global_homophily,280.0,0.8851348529349159,2.6554045588047477
1,Psoriasis,Eczema,global_entropy,310.0,0.6498096484686378,1.9494289454059133
2,Psoriasis,T-Cell Lymphoma,global_homophily,256.0,0.8947341285291044,2.684202385587313
3,Psoriasis,T-Cell Lymphoma,global_entropy,274.0,0.8083308905259634,2.4249926715778902
4,Eczema,T-Cell Lymphoma,global_homophily,253.0,0.7960472562480598,2.3881417687441795
5,Eczema,T-Cell Lymphoma,global_entropy,240.0,0.9812539012252066,2.94376170367562
6,Psoriasis,Eczema,local_homophily_1,1156243766.5,0.5307260439516619,1.5921781318549857
7,Psoriasis,Eczema,local_homophily_2,1151940597.0,0.7156802473496959,2.1470407420490876
8,Psoriasis,Eczema,local_homophily_3,1155457618.0,0.6567048797022983,1.9701146391068949
9,Psoriasis,Eczema,local_homophily_4,1154324717.5,0.8540376055264002,2.5621128165792006
10,Psoriasis,Eczema,local_homophily_5,1154391290.0,0.8420462965274719,2.5261388895824157
11,Psoriasis,Eczema,local_entropy_1,1151914594.5,0.7109751825620048,2.132925547686014
12,Psoriasis,Eczema,local_entropy_2,1156432368.5,0.5037514865887892,1.5112544597663677
13,Psoriasis,Eczema,local_entropy_3,1151679810.5,0.6714231678792028,2.014269503637608
14,Psoriasis,Eczema,local_entropy_4,1152025979.0,0.7303964095126219,2.1911892285378656
15,Psoriasis,Eczema,local_entropy_5,1151630907.0,0.6632428048672365,1.9897284146017096
16,Psoriasis,Eczema,egophily_1,1153074180.5,0.9171874810517079,2.7515624431551235
17,Psoriasis,Eczema,egophily_2,1150753390.5,0.523938326659876,1.5718149799796282
18,Psoriasis,Eczema,egophily_3,1152120437.0,0.7467842888394312,2.2403528665182932
19,Psoriasis,Eczema,egophily_4,1152004082.0,0.7266134231284543,2.179840269385363
20,Psoriasis,Eczema,egophily_5,1152358356.0,0.7885667233104247,2.365700169931274
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,1363302064.5,0.554782056680982,1.664346170042946
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,1363798331.0,0.6256783280673539,1.8770349842020617
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,1364112653.0,0.6718018304755488,2.0154054914266464
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,1358054197.0,0.09694870177164104,0.2908461053149231
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,1358547096.5,0.11893506613318937,0.3568051983995681
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,1369988273.0,0.4378296265213931,1.3134888795641793
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,1372255058.0,0.21583378578611656,0.6475013573583497
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,1373872693.0,0.11694167745070154,0.3508250323521046
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,1372736356.5,0.18158682614479638,0.5447604784343891
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,1373718055.5,0.12449209714896338,0.37347629144689015
31,Psoriasis,T-Cell Lymphoma,egophily_1,1363926921.5,0.6431197655217724,1.9293592965653172
